#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	100000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	1	100000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	1	100000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	300000	400000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	300000	400000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	300000	400000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	500000	13200000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	500000	13200000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	500000	13200000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	13300000	13400000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	13300000	13400000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	13300000	13400000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	13600000	29900000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	13600000	29900000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	13600000	29900000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	30000000	66500000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|1	0.300368	2|1	0.59943
chr1	30000000	66500000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|1	0	2|1	0.899153
chr1	30000000	66500000	bulk_0clone0_07clone1_03normal	1|1	0.299521	2|1	0.700479	2|1	0
chr1	66500000	74700000	bulk_06clone0_03clone1_01normal	1|1	0.100202	2|2	0.300368	2|2	0.59943
chr1	66500000	74700000	bulk_09clone0_0clone1_01normal	1|1	0.100847	2|2	0	2|2	0.899153
