#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	3492167	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	1	3492167	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	3492167	3495376	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|2	0	4|2	0.803145
chr1	3492167	3495376	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|2	0.501894	4|2	0
chr1	3495376	6144696	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	3495376	6144696	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	6144696	6148510	bulk_08clone0_0clone1_02normal	1|1	0.196855	5|4	0	5|4	0.803145
chr1	6144696	6148510	bulk_0clone0_05clone1_05normal	1|1	0.498106	5|4	0.501894	5|4	0
chr1	6148510	53564808	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	6148510	53564808	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	53564808	53567859	bulk_08clone0_0clone1_02normal	1|1	0.196855	5|4	0	5|4	0.803145
chr1	53564808	53567859	bulk_0clone0_05clone1_05normal	1|1	0.498106	5|4	0.501894	5|4	0
chr1	53567859	61959887	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	53567859	61959887	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	61959887	61963378	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|2	0	4|2	0.803145
chr1	61959887	61963378	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|2	0.501894	4|2	0
chr1	61963378	66526774	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	61963378	66526774	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	66526774	66565262	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|2	0	4|2	0.803145
chr1	66526774	66565262	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|2	0.501894	4|2	0
chr1	66565262	74616495	bulk_08clone0_0clone1_02normal	1|1	0.196855	1|1	0	2|2	0.803145
chr1	66565262	74616495	bulk_0clone0_05clone1_05normal	1|1	0.498106	1|1	0.501894	2|2	0
chr1	74616495	74813809	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|2	0	4|2	0.803145
chr1	74616495	74813809	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|2	0.501894	4|2	0
chr1	74813809	75673611	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|4	0	4|4	0.803145
chr1	74813809	75673611	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|4	0.501894	4|4	0
chr1	75673611	75708452	bulk_08clone0_0clone1_02normal	1|1	0.196855	4|2	0	4|2	0.803145
chr1	75673611	75708452	bulk_0clone0_05clone1_05normal	1|1	0.498106	4|2	0.501894	4|2	0
chr1	75708452	116897512	bulk_08clone0_0clone1_02normal	1|1	0.196855	3|1	0	3|2	0.803145
chr1	75708452	116897512	bulk_0clone0_05clone1_05normal	1|1	0.498106	3|1	0.501894	3|2	0
chr1	116897512	116959941	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|1	0	2|1	0.803145
chr1	116897512	116959941	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|1	0.501894	2|1	0
chr1	116959941	121500001	bulk_08clone0_0clone1_02normal	1|1	0.196855	0|2	0	2|0	0.803145
chr1	116959941	121500001	bulk_0clone0_05clone1_05normal	1|1	0.498106	0|2	0.501894	2|0	0
chr1	128900000	171002045	bulk_08clone0_0clone1_02normal	1|1	0.196855	0|2	0	2|0	0.803145
chr1	128900000	171002045	bulk_0clone0_05clone1_05normal	1|1	0.498106	0|2	0.501894	2|0	0
chr1	171002045	233417962	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|0	0	1|1	0.803145
chr1	171002045	233417962	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|0	0.501894	1|1	0
chr1	233417962	233558393	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|1	0	2|1	0.803145
chr1	233417962	233558393	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|1	0.501894	2|1	0
chr1	233558393	249250622	bulk_08clone0_0clone1_02normal	1|1	0.196855	0|2	0	2|0	0.803145
chr1	233558393	249250622	bulk_0clone0_05clone1_05normal	1|1	0.498106	0|2	0.501894	2|0	0
chr10	1	2720570	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|2	0	2|2	0.803145
chr10	1	2720570	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|2	0.501894	2|2	0
chr10	2720570	2753897	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|1	0	2|1	0.803145
chr10	2720570	2753897	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|1	0.501894	2|1	0
chr10	2753897	38000001	bulk_08clone0_0clone1_02normal	1|1	0.196855	0|2	0	2|0	0.803145
chr10	2753897	38000001	bulk_0clone0_05clone1_05normal	1|1	0.498106	0|2	0.501894	2|0	0
chr10	42300000	60098745	bulk_08clone0_0clone1_02normal	1|1	0.196855	0|2	0	2|0	0.803145
chr10	42300000	60098745	bulk_0clone0_05clone1_05normal	1|1	0.498106	0|2	0.501894	2|0	0
chr10	60098745	70759171	bulk_08clone0_0clone1_02normal	1|1	0.196855	1|1	0	1|1	0.803145
chr10	60098745	70759171	bulk_0clone0_05clone1_05normal	1|1	0.498106	1|1	0.501894	1|1	0
chr10	70759171	102611558	bulk_08clone0_0clone1_02normal	1|1	0.196855	2|0	0	1|1	0.803145
chr10	70759171	102611558	bulk_0clone0_05clone1_05normal	1|1	0.498106	2|0	0.501894	1|1	0
