#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_08clone0_0clone1_02normal	1|1	0.200287	3|0	0	2|2	0.799713
chr1	1	66543336	bulk_0clone0_05clone1_05normal	1|1	0.501012	3|0	0.498988	2|2	0
chr1	66543336	74760191	bulk_08clone0_0clone1_02normal	1|1	0.200287	3|2	0	3|2	0.799713
chr1	66543336	74760191	bulk_0clone0_05clone1_05normal	1|1	0.501012	3|2	0.498988	3|2	0
chr1	74760191	75686340	bulk_08clone0_0clone1_02normal	1|1	0.200287	2|2	0	2|2	0.799713
chr1	74760191	75686340	bulk_0clone0_05clone1_05normal	1|1	0.501012	2|2	0.498988	2|2	0
chr1	75686340	116941321	bulk_08clone0_0clone1_02normal	1|1	0.200287	2|1	0	2|1	0.799713
chr1	75686340	116941321	bulk_0clone0_05clone1_05normal	1|1	0.501012	2|1	0.498988	2|1	0
chr1	116941321	121500001	bulk_08clone0_0clone1_02normal	1|1	0.200287	0|2	0	2|0	0.799713
chr1	116941321	121500001	bulk_0clone0_05clone1_05normal	1|1	0.501012	0|2	0.498988	2|0	0
chr1	128900000	152280376	bulk_08clone0_0clone1_02normal	1|1	0.200287	4|3	0	4|3	0.799713
chr1	128900000	152280376	bulk_0clone0_05clone1_05normal	1|1	0.501012	4|3	0.498988	4|3	0
chr1	152280376	152283047	bulk_08clone0_0clone1_02normal	1|1	0.200287	3|3	0	3|3	0.799713
chr1	152280376	152283047	bulk_0clone0_05clone1_05normal	1|1	0.501012	3|3	0.498988	3|3	0
chr1	152283047	157332568	bulk_08clone0_0clone1_02normal	1|1	0.200287	4|3	0	4|3	0.799713
chr1	152283047	157332568	bulk_0clone0_05clone1_05normal	1|1	0.501012	4|3	0.498988	4|3	0
chr1	157332568	157336001	bulk_08clone0_0clone1_02normal	1|1	0.200287	4|4	0	4|4	0.799713
chr1	157332568	157336001	bulk_0clone0_05clone1_05normal	1|1	0.501012	4|4	0.498988	4|4	0
chr1	157336001	170981025	bulk_08clone0_0clone1_02normal	1|1	0.200287	4|3	0	4|3	0.799713
chr1	157336001	170981025	bulk_0clone0_05clone1_05normal	1|1	0.501012	4|3	0.498988	4|3	0
chr1	170981025	171029013	bulk_08clone0_0clone1_02normal	1|1	0.200287	3|3	0	3|3	0.799713
chr1	170981025	171029013	bulk_0clone0_05clone1_05normal	1|1	0.501012	3|3	0.498988	3|3	0
chr1	171029013	188827038	bulk_08clone0_0clone1_02normal	1|1	0.200287	2|2	0	2|2	0.799713
chr1	171029013	188827038	bulk_0clone0_05clone1_05normal	1|1	0.501012	2|2	0.498988	2|2	0
chr1	188827038	188830554	bulk_08clone0_0clone1_02normal	1|1	0.200287	2|1	0	3|1	0.799713
