#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	1466107	bulk_08clone0_0clone1_02normal	1|1	0.200115	4|4	0.799885	4|4	0
chr1	1	1466107	bulk_0clone0_05clone1_05normal	1|1	0.500883	4|4	0	4|4	0.499117
chr1	1466107	1469250	bulk_08clone0_0clone1_02normal	1|1	0.200115	5|4	0.799885	5|4	0
chr1	1466107	1469250	bulk_0clone0_05clone1_05normal	1|1	0.500883	5|4	0	5|4	0.499117
chr1	1469250	47344821	bulk_08clone0_0clone1_02normal	1|1	0.200115	4|4	0.799885	4|4	0
chr1	1469250	47344821	bulk_0clone0_05clone1_05normal	1|1	0.500883	4|4	0	4|4	0.499117
chr1	47344821	47348627	bulk_08clone0_0clone1_02normal	1|1	0.200115	5|4	0.799885	5|4	0
chr1	47344821	47348627	bulk_0clone0_05clone1_05normal	1|1	0.500883	5|4	0	5|4	0.499117
chr1	47348627	48057127	bulk_08clone0_0clone1_02normal	1|1	0.200115	4|4	0.799885	4|4	0
chr1	47348627	48057127	bulk_0clone0_05clone1_05normal	1|1	0.500883	4|4	0	4|4	0.499117
chr1	48057127	48060614	bulk_08clone0_0clone1_02normal	1|1	0.200115	5|4	0.799885	5|4	0
chr1	48057127	48060614	bulk_0clone0_05clone1_05normal	1|1	0.500883	5|4	0	5|4	0.499117
chr1	48060614	66526774	bulk_08clone0_0clone1_02normal	1|1	0.200115	4|4	0.799885	4|4	0
chr1	48060614	66526774	bulk_0clone0_05clone1_05normal	1|1	0.500883	4|4	0	4|4	0.499117
chr1	66526774	66568944	bulk_08clone0_0clone1_02normal	1|1	0.200115	3|2	0.799885	3|2	0
chr1	66526774	66568944	bulk_0clone0_05clone1_05normal	1|1	0.500883	3|2	0	3|2	0.499117
chr1	66568944	74601516	bulk_08clone0_0clone1_02normal	1|1	0.200115	2|2	0.799885	1|1	0
chr1	66568944	74601516	bulk_0clone0_05clone1_05normal	1|1	0.500883	2|2	0	1|1	0.499117
chr1	74601516	74813809	bulk_08clone0_0clone1_02normal	1|1	0.200115	3|2	0.799885	3|2	0
chr1	74601516	74813809	bulk_0clone0_05clone1_05normal	1|1	0.500883	3|2	0	3|2	0.499117
chr1	74813809	75673611	bulk_08clone0_0clone1_02normal	1|1	0.200115	4|4	0.799885	4|4	0
chr1	74813809	75673611	bulk_0clone0_05clone1_05normal	1|1	0.500883	4|4	0	4|4	0.499117
chr1	75673611	75708452	bulk_08clone0_0clone1_02normal	1|1	0.200115	3|2	0.799885	3|2	0
chr1	75673611	75708452	bulk_0clone0_05clone1_05normal	1|1	0.500883	3|2	0	3|2	0.499117
chr1	75708452	116916194	bulk_08clone0_0clone1_02normal	1|1	0.200115	3|2	0.799885	3|1	0
chr1	75708452	116916194	bulk_0clone0_05clone1_05normal	1|1	0.500883	3|2	0	3|1	0.499117
