#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66497025	bulk_08clone0_0clone1_02normal	1|1	0.199703	2|1	0	2|0	0.800297
chr1	1	66497025	bulk_0clone0_05clone1_05normal	1|1	0.500634	2|1	0.499366	2|0	0
chr1	66497025	66568944	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|2	0	2|1	0.800297
chr1	66497025	66568944	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|2	0.499366	2|1	0
chr1	66568944	74676400	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|1	0	1|1	0.800297
chr1	66568944	74676400	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|1	0.499366	1|1	0
chr1	74676400	74853461	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|2	0	2|1	0.800297
chr1	74676400	74853461	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|2	0.499366	2|1	0
chr1	74853461	75686340	bulk_08clone0_0clone1_02normal	1|1	0.199703	2|1	0	2|1	0.800297
chr1	74853461	75686340	bulk_0clone0_05clone1_05normal	1|1	0.500634	2|1	0.499366	2|1	0
chr1	75686340	75789537	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|1	0	1|0	0.800297
chr1	75686340	75789537	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|1	0.499366	1|0	0
chr1	75789537	116953779	bulk_08clone0_0clone1_02normal	1|1	0.199703	0|1	0	1|0	0.800297
chr1	75789537	116953779	bulk_0clone0_05clone1_05normal	1|1	0.500634	0|1	0.499366	1|0	0
chr1	116953779	121500001	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|0	0	1|0	0.800297
chr1	116953779	121500001	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|0	0.499366	1|0	0
chr1	128900000	170978494	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|1	0	1|1	0.800297
chr1	128900000	170978494	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|1	0.499366	1|1	0
chr1	170978494	171041581	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|1	0	1|0	0.800297
chr1	170978494	171041581	bulk_0clone0_05clone1_05normal	1|1	0.500634	1|1	0.499366	1|0	0
chr1	171041581	233416083	bulk_08clone0_0clone1_02normal	1|1	0.199703	0|1	0	1|0	0.800297
chr1	171041581	233416083	bulk_0clone0_05clone1_05normal	1|1	0.500634	0|1	0.499366	1|0	0
chr1	233416083	233525043	bulk_08clone0_0clone1_02normal	1|1	0.199703	1|1	0	1|0	0.800297
