#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	1034810	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	1	1034810	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	1034810	1039452	bulk_08clone0_0clone1_02normal	1|1	0.198982	5|4	0	5|4	0.801018
chr1	1034810	1039452	bulk_0clone0_05clone1_05normal	1|1	0.499168	5|4	0.500832	5|4	0
chr1	1039452	1262241	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	1039452	1262241	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	1262241	1266025	bulk_08clone0_0clone1_02normal	1|1	0.198982	3|1	0	3|1	0.801018
chr1	1262241	1266025	bulk_0clone0_05clone1_05normal	1|1	0.499168	3|1	0.500832	3|1	0
chr1	1266025	13123616	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	1266025	13123616	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	13123616	13127029	bulk_08clone0_0clone1_02normal	1|1	0.198982	5|4	0	5|4	0.801018
chr1	13123616	13127029	bulk_0clone0_05clone1_05normal	1|1	0.499168	5|4	0.500832	5|4	0
chr1	13127029	43382046	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	13127029	43382046	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	43382046	43391791	bulk_08clone0_0clone1_02normal	1|1	0.198982	5|4	0	5|4	0.801018
chr1	43382046	43391791	bulk_0clone0_05clone1_05normal	1|1	0.499168	5|4	0.500832	5|4	0
chr1	43391791	54738161	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	43391791	54738161	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	54738161	54742955	bulk_08clone0_0clone1_02normal	1|1	0.198982	5|4	0	5|4	0.801018
chr1	54738161	54742955	bulk_0clone0_05clone1_05normal	1|1	0.499168	5|4	0.500832	5|4	0
chr1	54742955	66526774	bulk_08clone0_0clone1_02normal	1|1	0.198982	4|4	0	4|4	0.801018
chr1	54742955	66526774	bulk_0clone0_05clone1_05normal	1|1	0.499168	4|4	0.500832	4|4	0
chr1	66526774	66568944	bulk_08clone0_0clone1_02normal	1|1	0.198982	3|2	0	3|2	0.801018
chr1	66526774	66568944	bulk_0clone0_05clone1_05normal	1|1	0.499168	3|2	0.500832	3|2	0
chr1	66568944	74638234	bulk_08clone0_0clone1_02normal	1|1	0.198982	1|1	0	2|2	0.801018
chr1	66568944	74638234	bulk_0clone0_05clone1_05normal	1|1	0.499168	1|1	0.500832	2|2	0
chr1	74638234	74824417	bulk_08clone0_0clone1_02normal	1|1	0.198982	3|2	0	3|2	0.801018
