#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	43381607	bulk_08clone0_0clone1_02normal	1|1	0.200469	2|0	0.799531	2|1	0
chr1	1	43381607	bulk_0clone0_05clone1_05normal	1|1	0.499962	2|0	0	2|1	0.500038
chr1	43381607	43384991	bulk_08clone0_0clone1_02normal	1|1	0.200469	2|1	0.799531	2|1	0
chr1	43381607	43384991	bulk_0clone0_05clone1_05normal	1|1	0.499962	2|1	0	2|1	0.500038
chr1	43384991	66526774	bulk_08clone0_0clone1_02normal	1|1	0.200469	2|0	0.799531	2|1	0
chr1	43384991	66526774	bulk_0clone0_05clone1_05normal	1|1	0.499962	2|0	0	2|1	0.500038
chr1	66526774	66571695	bulk_08clone0_0clone1_02normal	1|1	0.200469	2|1	0.799531	2|1	0
chr1	66526774	66571695	bulk_0clone0_05clone1_05normal	1|1	0.499962	2|1	0	2|1	0.500038
chr1	66571695	74824417	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|1	0.799531	1|1	0
chr1	66571695	74824417	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|1	0	1|1	0.500038
chr1	74824417	75674660	bulk_08clone0_0clone1_02normal	1|1	0.200469	2|1	0.799531	2|1	0
chr1	74824417	75674660	bulk_0clone0_05clone1_05normal	1|1	0.499962	2|1	0	2|1	0.500038
chr1	75674660	116957100	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|0	0.799531	0|1	0
chr1	75674660	116957100	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|0	0	0|1	0.500038
chr1	116957100	121500001	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|0	0.799531	1|0	0
chr1	116957100	121500001	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|0	0	1|0	0.500038
chr1	128900000	170956651	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|1	0.799531	1|1	0
chr1	128900000	170956651	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|1	0	1|1	0.500038
chr1	170956651	171028849	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|0	0.799531	1|1	0
chr1	170956651	171028849	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|0	0	1|1	0.500038
chr1	171028849	233416083	bulk_08clone0_0clone1_02normal	1|1	0.200469	1|0	0.799531	0|1	0
chr1	171028849	233416083	bulk_0clone0_05clone1_05normal	1|1	0.499962	1|0	0	0|1	0.500038
