#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_06clone0_03clone1_01normal	1|1	0.0996335	2|2	0.600684	1|1	0.299683
chr1	1	66543336	bulk_09clone0_0clone1_01normal	1|1	0.100073	2|2	0.899927	1|1	0
chr1	1	66543336	bulk_0clone0_07clone1_03normal	1|1	0.300351	2|2	0	1|1	0.699649
chr1	66543336	66576462	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	1|1	0.299683
chr1	66543336	66576462	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	1|1	0
chr1	66543336	66576462	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	1|1	0.699649
chr1	66576462	74638234	bulk_06clone0_03clone1_01normal	1|1	0.0996335	2|0	0.600684	2|0	0.299683
chr1	66576462	74638234	bulk_09clone0_0clone1_01normal	1|1	0.100073	2|0	0.899927	2|0	0
chr1	66576462	74638234	bulk_0clone0_07clone1_03normal	1|1	0.300351	2|0	0	2|0	0.699649
chr1	74638234	75722889	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|1	0.600684	1|1	0.299683
chr1	74638234	75722889	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|1	0.899927	1|1	0
chr1	74638234	75722889	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|1	0	1|1	0.699649
chr1	75722889	116872034	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	2|0	0.299683
chr1	75722889	116872034	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	2|0	0
chr1	75722889	116872034	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	2|0	0.699649
chr1	116872034	116959941	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	1|1	0.299683
chr1	116872034	116959941	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	1|1	0
chr1	116872034	116959941	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	1|1	0.699649
chr1	116959941	121500001	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|1	0.600684	1|1	0.299683
chr1	116959941	121500001	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|1	0.899927	1|1	0
chr1	116959941	121500001	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|1	0	1|1	0.699649
chr1	128900000	171002045	bulk_06clone0_03clone1_01normal	1|1	0.0996335	2|0	0.600684	2|1	0.299683
chr1	128900000	171002045	bulk_09clone0_0clone1_01normal	1|1	0.100073	2|0	0.899927	2|1	0
chr1	128900000	171002045	bulk_0clone0_07clone1_03normal	1|1	0.300351	2|0	0	2|1	0.699649
chr1	171002045	171062248	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	1|1	0.299683
chr1	171002045	171062248	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	1|1	0
chr1	171002045	171062248	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	1|1	0.699649
chr1	171062248	233425108	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	0|1	0.299683
chr1	171062248	233425108	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	0|1	0
chr1	171062248	233425108	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	0|1	0.699649
chr1	233425108	249250622	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|1	0.600684	1|1	0.299683
chr1	233425108	249250622	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|1	0.899927	1|1	0
chr1	233425108	249250622	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|1	0	1|1	0.699649
chr10	1	2720570	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|0	0.600684	0|1	0.299683
chr10	1	2720570	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|0	0.899927	0|1	0
chr10	1	2720570	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|0	0	0|1	0.699649
chr10	2720570	2744905	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|1	0.600684	1|1	0.299683
chr10	2720570	2744905	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|1	0.899927	1|1	0
chr10	2720570	2744905	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|1	0	1|1	0.699649
chr10	2744905	3944781	bulk_06clone0_03clone1_01normal	1|1	0.0996335	2|1	0.600684	2|1	0.299683
chr10	2744905	3944781	bulk_09clone0_0clone1_01normal	1|1	0.100073	2|1	0.899927	2|1	0
chr10	2744905	3944781	bulk_0clone0_07clone1_03normal	1|1	0.300351	2|1	0	2|1	0.699649
chr10	3944781	3948430	bulk_06clone0_03clone1_01normal	1|1	0.0996335	1|1	0.600684	1|1	0.299683
chr10	3944781	3948430	bulk_09clone0_0clone1_01normal	1|1	0.100073	1|1	0.899927	1|1	0
chr10	3944781	3948430	bulk_0clone0_07clone1_03normal	1|1	0.300351	1|1	0	1|1	0.699649
chr10	3948430	38000001	bulk_06clone0_03clone1_01normal	1|1	0.0996335	2|1	0.600684	2|1	0.299683
chr10	3948430	38000001	bulk_09clone0_0clone1_01normal	1|1	0.100073	2|1	0.899927	2|1	0
chr10	3948430	38000001	bulk_0clone0_07clone1_03normal	1|1	0.300351	2|1	0	2|1	0.699649
