#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	6144696	bulk_06clone0_03clone1_01normal	1|1	0.0987422	4|4	0.600687	4|4	0.30057
chr1	1	6144696	bulk_09clone0_0clone1_01normal	1|1	0.0986888	4|4	0.901311	4|4	0
chr1	1	6144696	bulk_0clone0_07clone1_03normal	1|1	0.299065	4|4	0	4|4	0.700935
chr1	6144696	6148510	bulk_06clone0_03clone1_01normal	1|1	0.0987422	5|4	0.600687	5|4	0.30057
chr1	6144696	6148510	bulk_09clone0_0clone1_01normal	1|1	0.0986888	5|4	0.901311	5|4	0
chr1	6144696	6148510	bulk_0clone0_07clone1_03normal	1|1	0.299065	5|4	0	5|4	0.700935
chr1	6148510	53564808	bulk_06clone0_03clone1_01normal	1|1	0.0987422	4|4	0.600687	4|4	0.30057
chr1	6148510	53564808	bulk_09clone0_0clone1_01normal	1|1	0.0986888	4|4	0.901311	4|4	0
chr1	6148510	53564808	bulk_0clone0_07clone1_03normal	1|1	0.299065	4|4	0	4|4	0.700935
chr1	53564808	53567859	bulk_06clone0_03clone1_01normal	1|1	0.0987422	5|4	0.600687	5|4	0.30057
chr1	53564808	53567859	bulk_09clone0_0clone1_01normal	1|1	0.0986888	5|4	0.901311	5|4	0
chr1	53564808	53567859	bulk_0clone0_07clone1_03normal	1|1	0.299065	5|4	0	5|4	0.700935
chr1	53567859	61959887	bulk_06clone0_03clone1_01normal	1|1	0.0987422	4|4	0.600687	4|4	0.30057
chr1	53567859	61959887	bulk_09clone0_0clone1_01normal	1|1	0.0986888	4|4	0.901311	4|4	0
chr1	53567859	61959887	bulk_0clone0_07clone1_03normal	1|1	0.299065	4|4	0	4|4	0.700935
chr1	61959887	61963378	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	61959887	61963378	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	61959887	61963378	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	61963378	66526774	bulk_06clone0_03clone1_01normal	1|1	0.0987422	4|4	0.600687	4|4	0.30057
chr1	61963378	66526774	bulk_09clone0_0clone1_01normal	1|1	0.0986888	4|4	0.901311	4|4	0
chr1	61963378	66526774	bulk_0clone0_07clone1_03normal	1|1	0.299065	4|4	0	4|4	0.700935
chr1	66526774	66568944	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	66526774	66568944	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	66526774	66568944	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	66568944	74564285	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	1|1	0.30057
chr1	66568944	74564285	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	1|1	0
chr1	66568944	74564285	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	1|1	0.700935
chr1	74564285	74760191	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	74564285	74760191	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	74564285	74760191	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	74760191	75686340	bulk_06clone0_03clone1_01normal	1|1	0.0987422	4|4	0.600687	4|4	0.30057
chr1	74760191	75686340	bulk_09clone0_0clone1_01normal	1|1	0.0986888	4|4	0.901311	4|4	0
chr1	74760191	75686340	bulk_0clone0_07clone1_03normal	1|1	0.299065	4|4	0	4|4	0.700935
chr1	75686340	75762548	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	75686340	75762548	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	75686340	75762548	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	75762548	116916194	bulk_06clone0_03clone1_01normal	1|1	0.0987422	3|2	0.600687	3|1	0.30057
chr1	75762548	116916194	bulk_09clone0_0clone1_01normal	1|1	0.0986888	3|2	0.901311	3|1	0
chr1	75762548	116916194	bulk_0clone0_07clone1_03normal	1|1	0.299065	3|2	0	3|1	0.700935
chr1	116916194	117036384	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	116916194	117036384	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	116916194	117036384	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	117036384	121500001	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|0	0.600687	0|2	0.30057
chr1	117036384	121500001	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|0	0.901311	0|2	0
chr1	117036384	121500001	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|0	0	0|2	0.700935
chr1	128900000	170956651	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|0	0.600687	0|2	0.30057
chr1	128900000	170956651	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|0	0.901311	0|2	0
chr1	128900000	170956651	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|0	0	0|2	0.700935
chr1	170956651	171041581	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	170956651	171041581	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	170956651	171041581	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	171041581	233405751	bulk_06clone0_03clone1_01normal	1|1	0.0987422	1|1	0.600687	2|0	0.30057
chr1	171041581	233405751	bulk_09clone0_0clone1_01normal	1|1	0.0986888	1|1	0.901311	2|0	0
chr1	171041581	233405751	bulk_0clone0_07clone1_03normal	1|1	0.299065	1|1	0	2|0	0.700935
chr1	233405751	233525043	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr1	233405751	233525043	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr1	233405751	233525043	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr1	233525043	249250622	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|0	0.600687	0|2	0.30057
chr1	233525043	249250622	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|0	0.901311	0|2	0
chr1	233525043	249250622	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|0	0	0|2	0.700935
chr10	1	2720570	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	2|2	0.30057
chr10	1	2720570	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	2|2	0
chr10	1	2720570	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	2|2	0.700935
chr10	2720570	2758221	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
chr10	2720570	2758221	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|2	0.901311	3|1	0
chr10	2720570	2758221	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|2	0	3|1	0.700935
chr10	2758221	10085833	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|0	0.600687	0|2	0.30057
chr10	2758221	10085833	bulk_09clone0_0clone1_01normal	1|1	0.0986888	2|0	0.901311	0|2	0
chr10	2758221	10085833	bulk_0clone0_07clone1_03normal	1|1	0.299065	2|0	0	0|2	0.700935
chr10	10085833	10144218	bulk_06clone0_03clone1_01normal	1|1	0.0987422	2|2	0.600687	3|1	0.30057
