#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|2	0.800273	1|1	0
chr1	1	66543336	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|2	0	1|1	0.499786
chr1	66543336	66580522	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr1	66543336	66580522	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr1	66580522	74760191	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	2|0	0
chr1	66580522	74760191	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	2|0	0.499786
chr1	74760191	75667521	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|1	0.800273	1|1	0
chr1	74760191	75667521	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|1	0	1|1	0.499786
chr1	75667521	75762548	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr1	75667521	75762548	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr1	75762548	116916194	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	2|0	0
chr1	75762548	116916194	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	2|0	0.499786
chr1	116916194	121500001	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|1	0.800273	1|1	0
chr1	116916194	121500001	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|1	0	1|1	0.499786
chr1	128900000	170978494	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	2|1	0
chr1	128900000	170978494	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	2|1	0.499786
chr1	170978494	171041581	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr1	170978494	171041581	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr1	171041581	233405751	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	0|1	0
chr1	171041581	233405751	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	0|1	0.499786
chr1	233405751	233501258	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	1|1	0
chr1	233405751	233501258	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	1|1	0.499786
chr1	233501258	249250622	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|1	0.800273	1|1	0
chr1	233501258	249250622	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|1	0	1|1	0.499786
chr10	1	2667438	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	0|1	0
chr10	1	2667438	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	0|1	0.499786
chr10	2667438	2735597	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	1|1	0
chr10	2667438	2735597	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	1|1	0.499786
chr10	2735597	38000001	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|1	0.800273	2|1	0
chr10	2735597	38000001	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|1	0	2|1	0.499786
chr10	42300000	60019225	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|1	0.800273	2|1	0
chr10	42300000	60019225	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|1	0	2|1	0.499786
chr10	60019225	60231976	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr10	60019225	60231976	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr10	60231976	70764137	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	1|0	0
chr10	60231976	70764137	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	1|0	0.499786
chr10	70764137	102629890	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	2|0	0
chr10	70764137	102629890	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	2|0	0.499786
chr10	102629890	102754761	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr10	102629890	102754761	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr10	102754761	105259728	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|1	0.800273	1|1	0
chr10	102754761	105259728	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|1	0	1|1	0.499786
chr10	105259728	105296821	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	1|1	0
chr10	105259728	105296821	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	1|1	0.499786
chr10	105296821	117587385	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	0|1	0
chr10	105296821	117587385	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	0|1	0.499786
chr10	117587385	125617988	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	2|1	0
chr10	117587385	125617988	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	2|1	0.499786
chr10	125617988	125682971	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr10	125617988	125682971	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr10	125682971	135534748	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	0|1	0
chr10	125682971	135534748	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	0|1	0.499786
chr11	1	4297094	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|0	0.800273	1|0	0
chr11	1	4297094	bulk_0clone0_05clone1_05normal	1|1	0.500214	1|0	0	1|0	0.499786
chr11	4297094	4307564	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|0	0.800273	1|1	0
chr11	4297094	4307564	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|0	0	1|1	0.499786
chr11	4307564	14183388	bulk_08clone0_0clone1_02normal	1|1	0.199727	2|1	0.800273	2|1	0
chr11	4307564	14183388	bulk_0clone0_05clone1_05normal	1|1	0.500214	2|1	0	2|1	0.499786
chr11	14183388	27781822	bulk_08clone0_0clone1_02normal	1|1	0.199727	1|1	0.800273	1|1	0
