#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66483517	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|1	0.599083	2|1	0.299719
chr1	1	66483517	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|1	0.899628	2|1	0
chr1	1	66483517	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|1	0	2|1	0.698408
chr1	66483517	66568944	bulk_06clone0_03clone1_01normal	1|1	0.101198	3|1	0.599083	3|2	0.299719
chr1	66483517	66568944	bulk_09clone0_0clone1_01normal	1|1	0.100372	3|1	0.899628	3|2	0
chr1	66483517	66568944	bulk_0clone0_07clone1_03normal	1|1	0.301592	3|1	0	3|2	0.698408
chr1	66568944	74630312	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|2	0.599083	2|2	0.299719
chr1	66568944	74630312	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|2	0.899628	2|2	0
chr1	66568944	74630312	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|2	0	2|2	0.698408
chr1	74630312	74853461	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|1	0.599083	1|2	0.299719
chr1	74630312	74853461	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|1	0.899628	1|2	0
chr1	74630312	74853461	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|1	0	1|2	0.698408
chr1	74853461	75650206	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|0	0.599083	0|2	0.299719
chr1	74853461	75650206	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|0	0.899628	0|2	0
chr1	74853461	75650206	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|0	0	0|2	0.698408
chr1	75650206	75743465	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|2	0.599083	2|0	0.299719
chr1	75650206	75743465	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|2	0.899628	2|0	0
chr1	75650206	75743465	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|2	0	2|0	0.698408
chr1	75743465	116872034	bulk_06clone0_03clone1_01normal	1|1	0.101198	3|2	0.599083	2|0	0.299719
chr1	75743465	116872034	bulk_09clone0_0clone1_01normal	1|1	0.100372	3|2	0.899628	2|0	0
chr1	75743465	116872034	bulk_0clone0_07clone1_03normal	1|1	0.301592	3|2	0	2|0	0.698408
chr1	116872034	121500001	bulk_06clone0_03clone1_01normal	1|1	0.101198	3|1	0.599083	3|2	0.299719
chr1	116872034	121500001	bulk_09clone0_0clone1_01normal	1|1	0.100372	3|1	0.899628	3|2	0
chr1	116872034	121500001	bulk_0clone0_07clone1_03normal	1|1	0.301592	3|1	0	3|2	0.698408
chr1	128900000	171025956	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|1	0.599083	1|2	0.299719
chr1	128900000	171025956	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|1	0.899628	1|2	0
chr1	128900000	171025956	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|1	0	1|2	0.698408
chr1	171025956	233444306	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|2	0.599083	2|2	0.299719
chr1	171025956	233444306	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|2	0.899628	2|2	0
chr1	171025956	233444306	bulk_0clone0_07clone1_03normal	1|1	0.301592	2|2	0	2|2	0.698408
chr1	233444306	249250622	bulk_06clone0_03clone1_01normal	1|1	0.101198	2|1	0.599083	2|1	0.299719
chr1	233444306	249250622	bulk_09clone0_0clone1_01normal	1|1	0.100372	2|1	0.899628	2|1	0
