#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	2624695	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|1	0	2|1	0.798317
chr1	1	2624695	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|1	0.498394	2|1	0
chr1	2624695	2628765	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	2624695	2628765	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	2628765	43381607	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|1	0	2|1	0.798317
chr1	2628765	43381607	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|1	0.498394	2|1	0
chr1	43381607	43391791	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	43381607	43391791	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	43391791	66553601	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|1	0	2|1	0.798317
chr1	43391791	66553601	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|1	0.498394	2|1	0
chr1	66553601	74601516	bulk_08clone0_0clone1_02normal	1|1	0.201683	0|2	0	2|0	0.798317
chr1	66553601	74601516	bulk_0clone0_05clone1_05normal	1|1	0.501606	0|2	0.498394	2|0	0
chr1	74601516	74824417	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	74601516	74824417	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	74824417	75673611	bulk_08clone0_0clone1_02normal	1|1	0.201683	0|2	0	2|0	0.798317
chr1	74824417	75673611	bulk_0clone0_05clone1_05normal	1|1	0.501606	0|2	0.498394	2|0	0
chr1	75673611	75743465	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	75673611	75743465	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	75743465	116872034	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|0	0	3|1	0.798317
chr1	75743465	116872034	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|0	0.498394	3|1	0
chr1	116872034	116953779	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	116872034	116953779	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	116953779	121500001	bulk_08clone0_0clone1_02normal	1|1	0.201683	0|2	0	2|0	0.798317
chr1	116953779	121500001	bulk_0clone0_05clone1_05normal	1|1	0.501606	0|2	0.498394	2|0	0
chr1	128900000	170974867	bulk_08clone0_0clone1_02normal	1|1	0.201683	0|2	0	2|0	0.798317
chr1	128900000	170974867	bulk_0clone0_05clone1_05normal	1|1	0.501606	0|2	0.498394	2|0	0
chr1	170974867	171029013	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	170974867	171029013	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr1	171029013	233425108	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|0	0	3|2	0.798317
chr1	171029013	233425108	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|0	0.498394	3|2	0
chr1	233425108	249250622	bulk_08clone0_0clone1_02normal	1|1	0.201683	2|2	0	2|2	0.798317
chr1	233425108	249250622	bulk_0clone0_05clone1_05normal	1|1	0.501606	2|2	0.498394	2|2	0
chr10	1	2699503	bulk_08clone0_0clone1_02normal	1|1	0.201683	0|2	0	2|0	0.798317
chr10	1	2699503	bulk_0clone0_05clone1_05normal	1|1	0.501606	0|2	0.498394	2|0	0
