#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|1	0.600415	2|1	0.30021
chr1	1	66543336	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|1	0.900531	2|1	0
chr1	1	66543336	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|1	0	2|1	0.700401
chr1	66543336	74676400	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|0	0.600415	2|0	0.30021
chr1	66543336	74676400	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|0	0.900531	2|0	0
chr1	66543336	74676400	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|0	0	2|0	0.700401
chr1	74676400	75667521	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|1	0.600415	2|1	0.30021
chr1	74676400	75667521	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|1	0.900531	2|1	0
chr1	74676400	75667521	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|1	0	2|1	0.700401
chr1	75667521	75722889	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|2	0.600415	2|2	0.30021
chr1	75667521	75722889	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|2	0.900531	2|2	0
chr1	75667521	75722889	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|2	0	2|2	0.700401
chr1	75722889	116897512	bulk_06clone0_03clone1_01normal	1|1	0.0993752	3|2	0.600415	2|3	0.30021
chr1	75722889	116897512	bulk_09clone0_0clone1_01normal	1|1	0.0994687	3|2	0.900531	2|3	0
chr1	75722889	116897512	bulk_0clone0_07clone1_03normal	1|1	0.299599	3|2	0	2|3	0.700401
chr1	116897512	116953779	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|2	0.600415	2|2	0.30021
chr1	116897512	116953779	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|2	0.900531	2|2	0
chr1	116897512	116953779	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|2	0	2|2	0.700401
chr1	116953779	121500001	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|1	0.600415	2|1	0.30021
chr1	116953779	121500001	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|1	0.900531	2|1	0
chr1	116953779	121500001	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|1	0	2|1	0.700401
chr1	128900000	171025956	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|1	0.600415	1|2	0.30021
chr1	128900000	171025956	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|1	0.900531	1|2	0
chr1	128900000	171025956	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|1	0	1|2	0.700401
chr1	171025956	233419798	bulk_06clone0_03clone1_01normal	1|1	0.0993752	2|1	0.600415	2|1	0.30021
chr1	171025956	233419798	bulk_09clone0_0clone1_01normal	1|1	0.0994687	2|1	0.900531	2|1	0
chr1	171025956	233419798	bulk_0clone0_07clone1_03normal	1|1	0.299599	2|1	0	2|1	0.700401
