#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	100000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	1	100000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	1	100000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	300000	400000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	300000	400000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	300000	400000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	500000	13200000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	500000	13200000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	500000	13200000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	13300000	13400000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	13300000	13400000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	13300000	13400000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	13600000	29900000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	13600000	29900000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	13600000	29900000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	30000000	66500000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	3|0	0.299505
chr1	30000000	66500000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	3|0	0
chr1	30000000	66500000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	3|0	0.6993
chr1	66500000	66600000	bulk_06clone0_03clone1_01normal	1|1	0.101373	4|4	0.599123	3|3	0.299505
chr1	66500000	66600000	bulk_09clone0_0clone1_01normal	1|1	0.100748	4|4	0.899252	3|3	0
chr1	66500000	66600000	bulk_0clone0_07clone1_03normal	1|1	0.3007	4|4	0	3|3	0.6993
chr1	66600000	74700000	bulk_06clone0_03clone1_01normal	1|1	0.101373	3|2	0.599123	3|2	0.299505
chr1	66600000	74700000	bulk_09clone0_0clone1_01normal	1|1	0.100748	3|2	0.899252	3|2	0
chr1	66600000	74700000	bulk_0clone0_07clone1_03normal	1|1	0.3007	3|2	0	3|2	0.6993
chr1	74700000	75700000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|2	0.599123	2|2	0.299505
chr1	74700000	75700000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|2	0.899252	2|2	0
chr1	74700000	75700000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|2	0	2|2	0.6993
chr1	75700000	93300000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|1	0.599123	2|1	0.299505
chr1	75700000	93300000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|1	0.899252	2|1	0
chr1	75700000	93300000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|1	0	2|1	0.6993
chr1	93400000	94800000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|1	0.599123	2|1	0.299505
chr1	93400000	94800000	bulk_09clone0_0clone1_01normal	1|1	0.100748	2|1	0.899252	2|1	0
chr1	93400000	94800000	bulk_0clone0_07clone1_03normal	1|1	0.3007	2|1	0	2|1	0.6993
chr1	94900000	97500000	bulk_06clone0_03clone1_01normal	1|1	0.101373	2|1	0.599123	2|1	0.299505
