#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66526774	bulk_08clone0_0clone1_02normal	1|1	0.199964	3|1	0.800036	3|1	0
chr1	1	66526774	bulk_0clone0_05clone1_05normal	1|1	0.500193	3|1	0	3|1	0.499807
chr1	66526774	66568944	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|0	0.800036	3|1	0
chr1	66526774	66568944	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|0	0	3|1	0.499807
chr1	66568944	74676400	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|0	0.800036	2|0	0
chr1	66568944	74676400	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|0	0	2|0	0.499807
chr1	74676400	74853461	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|0	0.800036	3|1	0
chr1	74676400	74853461	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|0	0	3|1	0.499807
chr1	74853461	75674660	bulk_08clone0_0clone1_02normal	1|1	0.199964	3|1	0.800036	3|1	0
chr1	74853461	75674660	bulk_0clone0_05clone1_05normal	1|1	0.500193	3|1	0	3|1	0.499807
chr1	75674660	75743465	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	2|1	0
chr1	75674660	75743465	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	2|1	0.499807
chr1	75743465	76183725	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	75743465	76183725	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	76183725	76237205	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	76183725	76237205	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	76237205	77200587	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	76237205	77200587	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	77200587	77312451	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	77200587	77312451	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	77312451	77537694	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	77312451	77537694	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	77537694	77583649	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	77537694	77583649	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	77583649	79958258	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	77583649	79958258	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	79958258	79982670	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	79958258	79982670	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	79982670	80281996	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	79982670	80281996	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	80281996	80306489	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	80281996	80306489	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	80306489	80622167	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	80306489	80622167	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	80622167	80667745	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	80622167	80667745	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	80667745	81290821	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	80667745	81290821	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	81290821	81446328	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	81290821	81446328	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	81446328	82591892	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	81446328	82591892	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	82591892	82708006	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
chr1	82591892	82708006	bulk_0clone0_05clone1_05normal	1|1	0.500193	1|2	0	2|1	0.499807
chr1	82708006	83369663	bulk_08clone0_0clone1_02normal	1|1	0.199964	2|1	0.800036	1|2	0
chr1	82708006	83369663	bulk_0clone0_05clone1_05normal	1|1	0.500193	2|1	0	1|2	0.499807
chr1	83369663	83408241	bulk_08clone0_0clone1_02normal	1|1	0.199964	1|2	0.800036	2|1	0
