#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	3028045	bulk_06clone0_03clone1_01normal	1|1	0.0996951	3|1	0.600591	3|1	0.299713
chr1	1	3028045	bulk_09clone0_0clone1_01normal	1|1	0.100125	3|1	0.899875	3|1	0
chr1	1	3028045	bulk_0clone0_07clone1_03normal	1|1	0.299991	3|1	0	3|1	0.700009
chr1	3028045	3031042	bulk_06clone0_03clone1_01normal	1|1	0.0996951	2|1	0.600591	2|1	0.299713
chr1	3028045	3031042	bulk_09clone0_0clone1_01normal	1|1	0.100125	2|1	0.899875	2|1	0
chr1	3028045	3031042	bulk_0clone0_07clone1_03normal	1|1	0.299991	2|1	0	2|1	0.700009
chr1	3031042	66543336	bulk_06clone0_03clone1_01normal	1|1	0.0996951	3|1	0.600591	3|1	0.299713
chr1	3031042	66543336	bulk_09clone0_0clone1_01normal	1|1	0.100125	3|1	0.899875	3|1	0
chr1	3031042	66543336	bulk_0clone0_07clone1_03normal	1|1	0.299991	3|1	0	3|1	0.700009
chr1	66543336	66581872	bulk_06clone0_03clone1_01normal	1|1	0.0996951	2|1	0.600591	2|1	0.299713
chr1	66543336	66581872	bulk_09clone0_0clone1_01normal	1|1	0.100125	2|1	0.899875	2|1	0
chr1	66543336	66581872	bulk_0clone0_07clone1_03normal	1|1	0.299991	2|1	0	2|1	0.700009
chr1	66581872	74638234	bulk_06clone0_03clone1_01normal	1|1	0.0996951	1|0	0.600591	2|0	0.299713
chr1	66581872	74638234	bulk_09clone0_0clone1_01normal	1|1	0.100125	1|0	0.899875	2|0	0
chr1	66581872	74638234	bulk_0clone0_07clone1_03normal	1|1	0.299991	1|0	0	2|0	0.700009
chr1	74638234	74824417	bulk_06clone0_03clone1_01normal	1|1	0.0996951	2|1	0.600591	2|1	0.299713
chr1	74638234	74824417	bulk_09clone0_0clone1_01normal	1|1	0.100125	2|1	0.899875	2|1	0
