#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	2622204	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	1	2622204	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	1	2622204	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	2622204	2625748	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	2622204	2625748	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	2622204	2625748	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	2625748	5532086	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	2625748	5532086	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	2625748	5532086	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	5532086	5596089	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	5532086	5596089	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	5532086	5596089	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	5596089	66497025	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	5596089	66497025	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	5596089	66497025	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	66497025	66576462	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	66497025	66576462	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	66497025	66576462	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	66576462	74603851	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|0	0.600535	2|0	0.299317
chr1	66576462	74603851	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|0	0.900104	2|0	0
chr1	66576462	74603851	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|0	0	2|0	0.700001
chr1	74603851	74760191	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	74603851	74760191	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	74603851	74760191	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	74760191	75674660	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	74760191	75674660	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	74760191	75674660	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	75674660	75796041	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	75674660	75796041	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	75674660	75796041	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	75796041	116899683	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	1|0	0.299317
chr1	75796041	116899683	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	1|0	0
chr1	75796041	116899683	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	1|0	0.700001
chr1	116899683	116957100	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	116899683	116957100	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	116899683	116957100	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	116957100	121358844	bulk_06clone0_03clone1_01normal	1|1	0.100148	3|1	0.600535	3|1	0.299317
chr1	116957100	121358844	bulk_09clone0_0clone1_01normal	1|1	0.0998959	3|1	0.900104	3|1	0
chr1	116957100	121358844	bulk_0clone0_07clone1_03normal	1|1	0.299999	3|1	0	3|1	0.700001
chr1	121358844	121372791	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	121358844	121372791	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	121358844	121372791	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	121372791	121500001	bulk_06clone0_03clone1_01normal	1|1	0.100148	3|1	0.600535	3|1	0.299317
chr1	121372791	121500001	bulk_09clone0_0clone1_01normal	1|1	0.0998959	3|1	0.900104	3|1	0
chr1	121372791	121500001	bulk_0clone0_07clone1_03normal	1|1	0.299999	3|1	0	3|1	0.700001
chr1	128900000	157332568	bulk_06clone0_03clone1_01normal	1|1	0.100148	3|1	0.600535	3|1	0.299317
chr1	128900000	157332568	bulk_09clone0_0clone1_01normal	1|1	0.0998959	3|1	0.900104	3|1	0
chr1	128900000	157332568	bulk_0clone0_07clone1_03normal	1|1	0.299999	3|1	0	3|1	0.700001
chr1	157332568	157336001	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	157332568	157336001	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	157332568	157336001	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	157336001	170981025	bulk_06clone0_03clone1_01normal	1|1	0.100148	3|1	0.600535	3|1	0.299317
chr1	157336001	170981025	bulk_09clone0_0clone1_01normal	1|1	0.0998959	3|1	0.900104	3|1	0
chr1	157336001	170981025	bulk_0clone0_07clone1_03normal	1|1	0.299999	3|1	0	3|1	0.700001
chr1	170981025	171048526	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	170981025	171048526	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	170981025	171048526	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	171048526	175050194	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	171048526	175050194	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	171048526	175050194	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	175050194	175113717	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr1	175050194	175113717	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr1	175050194	175113717	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr1	175113717	233425108	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr1	175113717	233425108	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr1	175113717	233425108	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr1	233425108	249250622	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|1	0.600535	1|1	0.299317
chr1	233425108	249250622	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|1	0.900104	1|1	0
chr1	233425108	249250622	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|1	0	1|1	0.700001
chr10	1	2656064	bulk_06clone0_03clone1_01normal	1|1	0.100148	1|0	0.600535	0|1	0.299317
chr10	1	2656064	bulk_09clone0_0clone1_01normal	1|1	0.0998959	1|0	0.900104	0|1	0
chr10	1	2656064	bulk_0clone0_07clone1_03normal	1|1	0.299999	1|0	0	0|1	0.700001
chr10	2656064	2735597	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr10	2656064	2735597	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr10	2656064	2735597	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr10	2735597	8126269	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|0	0.600535	2|1	0.299317
chr10	2735597	8126269	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|0	0.900104	2|1	0
chr10	2735597	8126269	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|0	0	2|1	0.700001
chr10	8126269	8130348	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|1	0.600535	1|1	0.299317
chr10	8126269	8130348	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|1	0.900104	1|1	0
chr10	8126269	8130348	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|1	0	1|1	0.700001
chr10	8130348	38000001	bulk_06clone0_03clone1_01normal	1|1	0.100148	2|0	0.600535	2|1	0.299317
chr10	8130348	38000001	bulk_09clone0_0clone1_01normal	1|1	0.0998959	2|0	0.900104	2|1	0
chr10	8130348	38000001	bulk_0clone0_07clone1_03normal	1|1	0.299999	2|0	0	2|1	0.700001
