#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_08clone0_0clone1_02normal	1|1	0.199909	2|1	0.800091	2|1	0
chr1	1	66543336	bulk_0clone0_05clone1_05normal	1|1	0.500034	2|1	0	2|1	0.499966
chr1	66543336	66581872	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	1|1	0
chr1	66543336	66581872	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	1|1	0.499966
chr1	66581872	74601516	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	0|1	0
chr1	66581872	74601516	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	0|1	0.499966
chr1	74601516	74853461	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	1|1	0
chr1	74601516	74853461	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	1|1	0.499966
chr1	74853461	75673611	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	2|1	0
chr1	74853461	75673611	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	2|1	0.499966
chr1	75673611	116899683	bulk_08clone0_0clone1_02normal	1|1	0.199909	2|1	0.800091	2|1	0
chr1	75673611	116899683	bulk_0clone0_05clone1_05normal	1|1	0.500034	2|1	0	2|1	0.499966
chr1	116899683	116990436	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	1|1	0
chr1	116899683	116990436	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	1|1	0.499966
chr1	116990436	121500001	bulk_08clone0_0clone1_02normal	1|1	0.199909	1|0	0.800091	0|1	0
chr1	116990436	121500001	bulk_0clone0_05clone1_05normal	1|1	0.500034	1|0	0	0|1	0.499966
chr1	128900000	170956651	bulk_08clone0_0clone1_02normal	1|1	0.199909	2|0	0.800091	2|0	0
chr1	128900000	170956651	bulk_0clone0_05clone1_05normal	1|1	0.500034	2|0	0	2|0	0.499966
