#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_08clone0_0clone1_02normal	1|1	0.203781	3|0	0	2|2	0.796219
chr1	1	66543336	bulk_0clone0_05clone1_05normal	1|1	0.501736	3|0	0.498264	2|2	0
chr1	66543336	74676400	bulk_08clone0_0clone1_02normal	1|1	0.203781	3|2	0	3|2	0.796219
chr1	66543336	74676400	bulk_0clone0_05clone1_05normal	1|1	0.501736	3|2	0.498264	3|2	0
chr1	74676400	75722889	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	2|2	0.796219
chr1	74676400	75722889	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	2|2	0
chr1	75722889	116884598	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|1	0	2|1	0.796219
chr1	75722889	116884598	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|1	0.498264	2|1	0
chr1	116884598	116959941	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr1	116884598	116959941	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr1	116959941	121500001	bulk_08clone0_0clone1_02normal	1|1	0.203781	0|2	0	2|0	0.796219
chr1	116959941	121500001	bulk_0clone0_05clone1_05normal	1|1	0.501736	0|2	0.498264	2|0	0
chr1	128900000	170981025	bulk_08clone0_0clone1_02normal	1|1	0.203781	4|3	0	4|3	0.796219
chr1	128900000	170981025	bulk_0clone0_05clone1_05normal	1|1	0.501736	4|3	0.498264	4|3	0
chr1	170981025	171029013	bulk_08clone0_0clone1_02normal	1|1	0.203781	3|3	0	3|3	0.796219
chr1	170981025	171029013	bulk_0clone0_05clone1_05normal	1|1	0.501736	3|3	0.498264	3|3	0
chr1	171029013	233425108	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	2|2	0.796219
chr1	171029013	233425108	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	2|2	0
chr1	233425108	249250622	bulk_08clone0_0clone1_02normal	1|1	0.203781	4|1	0	2|2	0.796219
chr1	233425108	249250622	bulk_0clone0_05clone1_05normal	1|1	0.501736	4|1	0.498264	2|2	0
chr10	1	2709210	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|0	0	4|1	0.796219
chr10	1	2709210	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|0	0.498264	4|1	0
chr10	2709210	2744905	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr10	2709210	2744905	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr10	2744905	38000001	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|1	0	2|1	0.796219
chr10	2744905	38000001	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|1	0.498264	2|1	0
chr10	42300000	42377674	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|1	0	2|1	0.796219
chr10	42300000	42377674	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|1	0.498264	2|1	0
chr10	42377674	42386481	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr10	42377674	42386481	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr10	42386481	60044300	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|1	0	2|1	0.796219
chr10	42386481	60044300	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|1	0.498264	2|1	0
chr10	60044300	70757898	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	2|2	0.796219
chr10	60044300	70757898	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	2|2	0
chr10	70757898	70778641	bulk_08clone0_0clone1_02normal	1|1	0.203781	1|2	0	2|1	0.796219
chr10	70757898	70778641	bulk_0clone0_05clone1_05normal	1|1	0.501736	1|2	0.498264	2|1	0
chr10	70778641	102665385	bulk_08clone0_0clone1_02normal	1|1	0.203781	0|2	0	2|0	0.796219
chr10	70778641	102665385	bulk_0clone0_05clone1_05normal	1|1	0.501736	0|2	0.498264	2|0	0
chr10	102665385	105272010	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr10	102665385	105272010	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr10	105272010	117561922	bulk_08clone0_0clone1_02normal	1|1	0.203781	1|2	0	2|1	0.796219
chr10	105272010	117561922	bulk_0clone0_05clone1_05normal	1|1	0.501736	1|2	0.498264	2|1	0
chr10	117561922	117625751	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr10	117561922	117625751	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr10	117625751	125671753	bulk_08clone0_0clone1_02normal	1|1	0.203781	0|2	0	2|0	0.796219
chr10	117625751	125671753	bulk_0clone0_05clone1_05normal	1|1	0.501736	0|2	0.498264	2|0	0
chr10	125671753	135534748	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|1	0	2|1	0.796219
chr10	125671753	135534748	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|1	0.498264	2|1	0
chr11	1	4298517	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	2|2	0.796219
chr11	1	4298517	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	2|2	0
chr11	4298517	14119558	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|0	0	2|2	0.796219
chr11	4298517	14119558	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|0	0.498264	2|2	0
chr11	14119558	14185632	bulk_08clone0_0clone1_02normal	1|1	0.203781	2|2	0	3|1	0.796219
chr11	14119558	14185632	bulk_0clone0_05clone1_05normal	1|1	0.501736	2|2	0.498264	3|1	0
chr11	14185632	24925773	bulk_08clone0_0clone1_02normal	1|1	0.203781	0|2	0	2|0	0.796219
chr11	14185632	24925773	bulk_0clone0_05clone1_05normal	1|1	0.501736	0|2	0.498264	2|0	0
