#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	100000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	1	100000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	1	100000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	300000	400000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	300000	400000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	300000	400000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	500000	13200000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	500000	13200000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	500000	13200000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	13300000	13400000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	13300000	13400000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	13300000	13400000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	13600000	13700000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	13600000	13700000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	13600000	13700000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	13700000	25000000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	13700000	25000000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	13700000	25000000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	25000000	25100000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	25000000	25100000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	25000000	25100000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	25100000	26700000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	25100000	26700000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	25100000	26700000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	26700000	26800000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	2|1	0.206451
chr1	26700000	26800000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	2|1	0.310319
chr1	26700000	26800000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	2|1	0.259267
chr1	26800000	28100000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	26800000	28100000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	26800000	28100000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	28100000	28200000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|2	0.310782	1|0	0.206451
chr1	28100000	28200000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|2	0.310057	1|0	0.310319
chr1	28100000	28200000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|2	0.25916	1|0	0.259267
chr1	28200000	29900000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	28200000	29900000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	28200000	29900000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	30000000	36000000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	30000000	36000000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	30000000	36000000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	36000000	36100000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	36000000	36100000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	36000000	36100000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	36100000	49400000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	36100000	49400000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	36100000	49400000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	49400000	49500000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	49400000	49500000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	49400000	49500000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	49500000	49900000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	49500000	49900000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	49500000	49900000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	49900000	50000000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	49900000	50000000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	49900000	50000000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	50000000	53700000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	50000000	53700000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	50000000	53700000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	53700000	53800000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|1	0.310782	2|0	0.206451
chr1	53700000	53800000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|1	0.310057	2|0	0.310319
chr1	53700000	53800000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|1	0.25916	2|0	0.259267
chr1	53800000	66500000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	1|1	0.206451
chr1	53800000	66500000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	1|1	0.310319
chr1	53800000	66500000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	1|1	0.259267
chr1	66500000	74800000	bulk_06clone0_03clone1_01normal	1|1	0.482768	1|0	0.310782	2|0	0.206451
chr1	66500000	74800000	bulk_09clone0_0clone1_01normal	1|1	0.379624	1|0	0.310057	2|0	0.310319
chr1	66500000	74800000	bulk_0clone0_07clone1_03normal	1|1	0.481573	1|0	0.25916	2|0	0.259267
chr1	74800000	93300000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	3|0	0.206451
chr1	74800000	93300000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	3|0	0.310319
chr1	74800000	93300000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	3|0	0.259267
chr1	93400000	94800000	bulk_06clone0_03clone1_01normal	1|1	0.482768	2|0	0.310782	3|0	0.206451
chr1	93400000	94800000	bulk_09clone0_0clone1_01normal	1|1	0.379624	2|0	0.310057	3|0	0.310319
chr1	93400000	94800000	bulk_0clone0_07clone1_03normal	1|1	0.481573	2|0	0.25916	3|0	0.259267
