#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	1225259	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|2	0.600595	3|0	0.300106
chr1	1	1225259	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|2	0.901504	3|0	0
chr1	1	1225259	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|2	0	3|0	0.70054
chr1	1225259	1231448	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|1	0.600595	2|2	0.300106
chr1	1225259	1231448	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|1	0.901504	2|2	0
chr1	1225259	1231448	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|1	0	2|2	0.70054
chr1	1231448	2617886	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|2	0.600595	3|0	0.300106
chr1	1231448	2617886	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|2	0.901504	3|0	0
chr1	1231448	2617886	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|2	0	3|0	0.70054
chr1	2617886	2622137	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|1	0.600595	2|2	0.300106
chr1	2617886	2622137	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|1	0.901504	2|2	0
chr1	2617886	2622137	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|1	0	2|2	0.70054
chr1	2622137	23592623	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|2	0.600595	3|0	0.300106
chr1	2622137	23592623	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|2	0.901504	3|0	0
chr1	2622137	23592623	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|2	0	3|0	0.70054
chr1	23592623	23604588	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|1	0.600595	2|2	0.300106
chr1	23592623	23604588	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|1	0.901504	2|2	0
chr1	23592623	23604588	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|1	0	2|2	0.70054
chr1	23604588	66483517	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|2	0.600595	3|0	0.300106
chr1	23604588	66483517	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|2	0.901504	3|0	0
chr1	23604588	66483517	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|2	0	3|0	0.70054
chr1	66483517	66565262	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|1	0.600595	2|2	0.300106
chr1	66483517	66565262	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|1	0.901504	2|2	0
chr1	66483517	66565262	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|1	0	2|2	0.70054
chr1	66565262	67105969	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	66565262	67105969	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	66565262	67105969	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	67105969	67250838	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	67105969	67250838	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	67105969	67250838	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
chr1	67250838	67599887	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	67250838	67599887	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	67250838	67599887	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	67599887	67643635	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	67599887	67643635	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	67599887	67643635	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
chr1	67643635	67950415	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	67643635	67950415	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	67643635	67950415	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	67950415	67961243	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	67950415	67961243	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	67950415	67961243	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
chr1	67961243	68393769	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	67961243	68393769	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	67961243	68393769	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	68393769	68467940	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	68393769	68467940	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	68393769	68467940	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
chr1	68467940	69927366	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	68467940	69927366	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	68467940	69927366	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	69927366	69957033	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	69927366	69957033	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	69927366	69957033	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
chr1	69957033	70620321	bulk_06clone0_03clone1_01normal	1|1	0.0992991	3|2	0.600595	2|3	0.300106
chr1	69957033	70620321	bulk_09clone0_0clone1_01normal	1|1	0.0984955	3|2	0.901504	2|3	0
chr1	69957033	70620321	bulk_0clone0_07clone1_03normal	1|1	0.29946	3|2	0	2|3	0.70054
chr1	70620321	70687314	bulk_06clone0_03clone1_01normal	1|1	0.0992991	2|3	0.600595	3|2	0.300106
chr1	70620321	70687314	bulk_09clone0_0clone1_01normal	1|1	0.0984955	2|3	0.901504	3|2	0
chr1	70620321	70687314	bulk_0clone0_07clone1_03normal	1|1	0.29946	2|3	0	3|2	0.70054
