#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66553601	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	0|1	0
chr1	1	66553601	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	0|1	0.499437
chr1	66553601	74813809	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|0	0.800224	2|0	0
chr1	66553601	74813809	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|0	0	2|0	0.499437
chr1	74813809	75708452	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	0|1	0
chr1	74813809	75708452	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	0|1	0.499437
chr1	75708452	116897512	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	1|0	0
chr1	75708452	116897512	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	1|0	0.499437
chr1	116897512	116957100	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|0	0.800224	2|0	0
chr1	116897512	116957100	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|0	0	2|0	0.499437
chr1	116957100	121472019	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	3|1	0
chr1	116957100	121472019	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	3|1	0.499437
chr1	121472019	121475581	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr1	121472019	121475581	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr1	121475581	121500001	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	3|1	0
chr1	121475581	121500001	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	3|1	0.499437
chr1	128900000	168861575	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	3|1	0
chr1	128900000	168861575	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	3|1	0.499437
chr1	168861575	168865866	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr1	168861575	168865866	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr1	168865866	170978494	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	3|1	0
chr1	168865866	170978494	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	3|1	0.499437
chr1	170978494	171028849	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr1	170978494	171028849	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr1	171028849	233419798	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	0|1	0
chr1	171028849	233419798	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	0|1	0.499437
chr1	233419798	233541320	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr1	233419798	233541320	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr1	233541320	249250622	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|1	0.800224	1|1	0
chr1	233541320	249250622	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|1	0	1|1	0.499437
chr10	1	2735597	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	0|1	0
chr10	1	2735597	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	0|1	0.499437
chr10	2735597	38000001	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|0	0.800224	2|1	0
chr10	2735597	38000001	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|0	0	2|1	0.499437
chr10	42300000	42527471	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|0	0.800224	2|1	0
chr10	42300000	42527471	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|0	0	2|1	0.499437
chr10	42527471	42533725	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr10	42527471	42533725	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr10	42533725	60098745	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|0	0.800224	2|1	0
chr10	42533725	60098745	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|0	0	2|1	0.499437
chr10	60098745	70764137	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|1	0.800224	1|1	0
chr10	60098745	70764137	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|1	0	1|1	0.499437
chr10	70764137	98558673	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	2|0	0
chr10	70764137	98558673	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	2|0	0.499437
chr10	98558673	98561135	bulk_08clone0_0clone1_02normal	1|1	0.199776	2|1	0.800224	1|1	0
chr10	98558673	98561135	bulk_0clone0_05clone1_05normal	1|1	0.500563	2|1	0	1|1	0.499437
chr10	98561135	102643216	bulk_08clone0_0clone1_02normal	1|1	0.199776	3|1	0.800224	2|0	0
chr10	98561135	102643216	bulk_0clone0_05clone1_05normal	1|1	0.500563	3|1	0	2|0	0.499437
chr10	102643216	105286042	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|0	0.800224	0|1	0
chr10	102643216	105286042	bulk_0clone0_05clone1_05normal	1|1	0.500563	1|0	0	0|1	0.499437
chr10	105286042	117578789	bulk_08clone0_0clone1_02normal	1|1	0.199776	1|1	0.800224	1|1	0
