#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	66543336	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|1	0.600209	2|1	0.299161
chr1	1	66543336	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|1	0.901281	2|1	0
chr1	1	66543336	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|1	0	2|1	0.700909
chr1	66543336	74603851	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|2	0.600209	2|2	0.299161
chr1	66543336	74603851	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|2	0.901281	2|2	0
chr1	66543336	74603851	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|2	0	2|2	0.700909
chr1	74603851	74760191	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	74603851	74760191	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	74603851	74760191	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	74760191	75639019	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|0	0.600209	0|2	0.299161
chr1	74760191	75639019	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|0	0.901281	0|2	0
chr1	74760191	75639019	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|0	0	0|2	0.700909
chr1	75639019	75722889	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	75639019	75722889	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	75639019	75722889	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	75722889	116861297	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|0	0.299161
chr1	75722889	116861297	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|0	0
chr1	75722889	116861297	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|0	0.700909
chr1	116861297	121500001	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	116861297	121500001	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	116861297	121500001	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	128900000	152192540	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|1	0.600209	1|2	0.299161
chr1	128900000	152192540	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|1	0.901281	1|2	0
chr1	128900000	152192540	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|1	0	1|2	0.700909
chr1	152192540	152252088	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	152192540	152252088	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	152192540	152252088	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	152252088	152365386	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|1	0.600209	1|2	0.299161
chr1	152252088	152365386	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|1	0.901281	1|2	0
chr1	152252088	152365386	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|1	0	1|2	0.700909
chr1	152365386	152435897	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	152365386	152435897	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	152365386	152435897	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	152435897	157926158	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|1	0.600209	1|2	0.299161
chr1	152435897	157926158	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|1	0.901281	1|2	0
chr1	152435897	157926158	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|1	0	1|2	0.700909
chr1	157926158	157965508	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
chr1	157926158	157965508	bulk_09clone0_0clone1_01normal	1|1	0.0987193	3|2	0.901281	2|2	0
chr1	157926158	157965508	bulk_0clone0_07clone1_03normal	1|1	0.299091	3|2	0	2|2	0.700909
chr1	157965508	169755214	bulk_06clone0_03clone1_01normal	1|1	0.10063	2|1	0.600209	1|2	0.299161
chr1	157965508	169755214	bulk_09clone0_0clone1_01normal	1|1	0.0987193	2|1	0.901281	1|2	0
chr1	157965508	169755214	bulk_0clone0_07clone1_03normal	1|1	0.299091	2|1	0	1|2	0.700909
chr1	169755214	169888084	bulk_06clone0_03clone1_01normal	1|1	0.10063	3|2	0.600209	2|2	0.299161
