#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2
chr1	1	2621489	bulk_08clone0_0clone1_02normal	1|1	0.200157	3|1	0	3|1	0.799843
chr1	1	2621489	bulk_0clone0_05clone1_05normal	1|1	0.50022	3|1	0.49978	3|1	0
chr1	2621489	2624695	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	2|1	0.799843
chr1	2621489	2624695	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	2|1	0
chr1	2624695	47271724	bulk_08clone0_0clone1_02normal	1|1	0.200157	3|1	0	3|1	0.799843
chr1	2624695	47271724	bulk_0clone0_05clone1_05normal	1|1	0.50022	3|1	0.49978	3|1	0
chr1	47271724	47274833	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	2|1	0.799843
chr1	47271724	47274833	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	2|1	0
chr1	47274833	66543336	bulk_08clone0_0clone1_02normal	1|1	0.200157	3|1	0	3|1	0.799843
chr1	47274833	66543336	bulk_0clone0_05clone1_05normal	1|1	0.50022	3|1	0.49978	3|1	0
chr1	66543336	66580522	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|0	0.799843
chr1	66543336	66580522	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	1|0	0
chr1	66580522	74564285	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|0	0	1|0	0.799843
chr1	66580522	74564285	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|0	0.49978	1|0	0
chr1	74564285	74760191	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|0	0.799843
chr1	74564285	74760191	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	1|0	0
chr1	74760191	75686340	bulk_08clone0_0clone1_02normal	1|1	0.200157	3|1	0	3|1	0.799843
chr1	74760191	75686340	bulk_0clone0_05clone1_05normal	1|1	0.50022	3|1	0.49978	3|1	0
chr1	75686340	75762548	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	2|1	0.799843
chr1	75686340	75762548	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	2|1	0
chr1	75762548	76157016	bulk_08clone0_0clone1_02normal	1|1	0.200157	1|2	0	2|1	0.799843
chr1	75762548	76157016	bulk_0clone0_05clone1_05normal	1|1	0.50022	1|2	0.49978	2|1	0
chr1	76157016	76191540	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|2	0.799843
chr1	76157016	76191540	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	1|2	0
chr1	76191540	76486373	bulk_08clone0_0clone1_02normal	1|1	0.200157	1|2	0	2|1	0.799843
chr1	76191540	76486373	bulk_0clone0_05clone1_05normal	1|1	0.50022	1|2	0.49978	2|1	0
chr1	76486373	76543778	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|2	0.799843
chr1	76486373	76543778	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	1|2	0
chr1	76543778	77819152	bulk_08clone0_0clone1_02normal	1|1	0.200157	1|2	0	2|1	0.799843
chr1	76543778	77819152	bulk_0clone0_05clone1_05normal	1|1	0.50022	1|2	0.49978	2|1	0
chr1	77819152	77853904	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|2	0.799843
chr1	77819152	77853904	bulk_0clone0_05clone1_05normal	1|1	0.50022	2|1	0.49978	1|2	0
chr1	77853904	79450947	bulk_08clone0_0clone1_02normal	1|1	0.200157	1|2	0	2|1	0.799843
chr1	77853904	79450947	bulk_0clone0_05clone1_05normal	1|1	0.50022	1|2	0.49978	2|1	0
chr1	79450947	79484728	bulk_08clone0_0clone1_02normal	1|1	0.200157	2|1	0	1|2	0.799843
